Index,PortNames,DistinctLatLong,TooVague,Sea,IndigenousName,Unfindable,NotableFind,Notes,
1301,Newcastle upon Tyne,"55.0023519,-1.7270541",,,,,,,
1302,MOTHERWELL,"55.7933623,-4.0139288",,,,,,,
1303,Glasgow,"55.8554402,-4.3026693",,,,,,,
1304,Greenock,"55.9458112,-4.8115126",,,,,,,
1305,LEITH,"55.9801016,-3.1825568",,,,,,,
1306,Leith,"55.9801016,-3.1825568",,,,,,,
1307,North Sea,"56.506159,3.51355",Y,Y,,,,,
1308,North Seas,"56.506159,3.51355",Y,Y,,,,,
1309,PORT BANKS,"56.5830332,-135.1383117",,,,,,,
1310,Montrose,"56.7181994,-2.480178",,,,,,,
1311,FORT WILLIAM,"56.8169313,-5.1207863",,,,,,,
1312,THE ISLAND OF BARRA (SHETLANDS),"57.0011203,-7.539189",,,,,,,
1313,YORK FACTORY,"57.0048702,-92.3194422",,,,,,,
1314,"Scotland, port unspecified","57.6673654,-9.180035",,,,,,,
1315,ORKNEY,"58.9366003,-2.7789163",,,,,,,
1316,ORKNEYS,"58.9366003,-2.7789163",,,,,,,
1317,WESTRAY HEAD,"59.2938601,-3.0242884",,,,,,,
1318,POINT DE GALLE,"6.0241634,80.2094948",,,,,,,
1319,"POINT DE GALLE ROAD, CEYLON","6.0241634,80.2094948",,,,,,,
1320,"Africa., port unspecified","6.049803,22.297329",Y,,,,,,
1321,Africa,"6.049803,22.297329",Y,,,,,,
1322,East Indies,"3.197879,118.823748",Y,,,,,,
1323,East India Islands,"3.197879,118.823748",Y,,,,,,
1324,Grand Bassa,"6.1423537,-9.9818192",,,,,,,
1325,Little Popo,"6.2275071,1.5741777",,,,,,,
1326,Grand Popo,"6.2584737,1.6441277",,,,,,,
1327,Popo,"6.2584737,1.6441277",,,,,,,
1328,Grand Mesurado,"6.3124998,-10.8254429",,,,,,,
1329,Jacquin,"6.3689015,2.063552",,,,,,,
1330,Whydah,"6.3689015,2.063552",,,,,,,
1331,WYDAH,"6.3689015,2.063552",,,,,,,
1332,Badagry/Apa,"6.4284915,2.86741",,,,,,,
1333,Cape Logas (location undetermined),"6.4921095,3.4592237",,,,,,,
1334,Porto Novo,"6.4959511,2.6047467",,,,,,,
1335,Lagoo,"6.5480502,3.213748",,,,,,,
1336,LAGOS BAY,"6.5480502,3.213748",,,,,,,
1337,"Lagos, Onim","6.5480502,3.213748",,,,,,,
1338,Legas,"6.5480502,3.213748",,,,,,,
1339,Epe,"6.6010907,3.95658",,,,,,,
1340,Essequibo,"6.6140802,-58.7812138",,,,,,,
1341,Ardra,"6.6645647,2.1468615",,,,,,,
1342,Cape Mount (Cape Grand Mount),"6.7233331,-11.3621095",,,,,,,
1343,Sugary (Siekere),"6.7868138,-11.3578955",,,,,,,
1344,Stabroek,"6.787628,-58.1690859",,,,,,,
1345,Batoa,"6.8166668,-10.9421092",,,,,,,
1346,Kingston (Demerera),"6.8233339,-58.1639422",,,,,,,
1347,COLOMBO,"6.9218374,79.8211002",,,,,,,
1348,COLOMBO (SRI LANKA),"6.9218374,79.8211002",,,,,,,
1349,"COLOMBO, CEYLON","6.9218374,79.8211002",,,,,,,
1350,Mano,"6.9353432,-11.513887",,,,,,,
1351,HUDSON BAY,"60.1770826,-94.6752644",,Y,,,,,
1352,HUDSON BAY CHURCHILL,"60.1770826,-94.6752644",,Y,,,,,
1353,HUDSON BAY MOOSE,"60.1770826,-94.6752644",,Y,,,,,
1354,PRINCE WILLIAM'S SOUND,"60.5933621,-147.5687751",,Y,,,,,
1355,Norway,"61.6850544,8.5525778",Y,,,,,,
1356,MOORED IN N NORWAY,"64.2855024,8.7613182",,,,,,,
1357,ICELAND (COASTAL),"64.796452,-23.7383739",,,,,,,
1358,CAPE MOUNT,"7.0524311,-11.2851986",,,,,,,
1359,Cameroons,"7.3470848,7.7876752",,,,,,,
1360,River Kissey,"7.418509,-12.5176242",,Y,,,,,
1361,St. Paul,"7.460716,-10.4739073",,,,,,,
1362,Ivory Coast,"7.4608191,-7.7969169",Y,,,,,,
1363,Sherbro,"7.5157915,-12.869773",,Y,,,,,
1364,Mindanao,"7.82589,124.89493",,,,,,,
1365,Mindanao City,"7.82589,124.89493",,,,,,,
1366,Bassa,"7.7441478,6.931384",,,,,,,
1367,CEYLON,"7.8561921,79.5823012",,,,,,,
1368,Ceylon,"7.8561921,79.5823012",,,,,,,
1369,"Gold Coast, Fr. definition","7.8984517,-3.2797732",Y,,,,,,
1370,"Gold Coast, port unspecified","7.8984517,-3.2797732",Y,,,,,,
1371,Quibo,"7.9073859,-81.7810271",,,,,,,
1372,Rancheria,"7.9073859,-81.7810271",,,,,,,
1373,Cobaya,"7.9073859,-81.7810271",,,,,,,
1374,Cabaya,"7.9073859,-81.7810271",,,,,,,
1375,NORTH CAPE,"71.1652778,25.7738291",,,,,,,
1376,SMEERENBERG,"79.6772483,11.1726686",,,,,,,
1377,Nicobar,"8.0056116,92.7716186",,,,,,,
1378,Nicobar Islands,"8.0056116,92.7716186",,,,,,,
1379,Nicobar Island,"8.0056116,92.7716186",,,,,,,
1380,Nicobars,"8.0056116,92.7716186",,,,,,,
1381,CAPE COMERIN,"8.0778529,77.5416248",,,,,,,
1382,Cape Comorin,"8.0778529,77.5416248",,,,,,,
1383,Darien,"8.0796523,-78.4051194",,,,,,,
1384,Point Garachina,"8.106345,-78.410524",,,,,,,
1385,Banana Islands,"8.1195622,-13.2326891",,,,,,,
1386,Iles Plantain,"8.1195622,-13.2326891",,,,,,,
1387,Santa Maria,"8.1302158,-77.7361552",,,,,,,
1388,Cheapo,"8.1302158,-77.7361552",,Y,,,,,
1389,Cheapo Town,"8.1302158,-77.7361552",,Y,,,,,
1390,Santa Maria Town,"8.1302158,-77.7361552",,,,,,,
1391,St. Maria,"8.1302158,-77.7361552",,,,,,,
1392,Boca Toro,"8.1367128,-81.7925642",,,,,,,
1393,Bluefield's,"8.1367128,-81.7925642",,,,,,,
1394,Boca del Toro,"8.1367128,-81.7925642",,,,,,,
1395,Gulf of St. Michael,"8.3194444, -78.3086111",,Y,,,,,
1396,St. Michael,"8.3194444, -78.3086111",,Y,,,,,
1397,Gulf of St. Michaels,"8.3194444, -78.3086111",,Y,,,,,
1398,St. Michael's,"8.3194444, -78.3086111",,Y,,,,,
1399,St. Michael's Town,"8.3194444, -78.3086111",,Y,,,,,
1400,Costa Rica,"8.3515412,-87.05801",,,,,,,
1401,PANAMA,"8.3761111,-81.229312",,,,,,,
1402,Panama,"8.3761111,-81.229312",,,,,,,
1403,Pearl Islands,"8.3909403,-78.906734",,,,,,,
1404,Pearl Keys,"8.3909403,-78.906734",,,,,,,
1405,Congo,"-5.984005,12.81278",,Y,,,,,
1406,SIERA LEONE,"8.4206896,-12.9614388",,,,,,,
1407,SIERRA LEON,"8.4206896,-12.9614388",,,,,,,
1408,SIERRA LEONE,"8.4206896,-12.9614388",,,,,,,
1409,"Sierra Leone, port unspecified","8.4206896,-12.9614388",,,,,,,
1410,SIERRA LION,"8.4206896,-12.9614388",,,,,,,
1411,Sierra Leone,"8.4206896,-12.9614388",,,,,,,
1412,Freetown,"8.4553569,-13.2593876",,,,,,,
1413,CAPE SERRA LION,"8.4986109,-13.3059984",,,,,,,
1414,CAPE SIERRA LEONE,"8.4986109,-13.3059984",,,,,,,
1415,Sierra Leone estuary,"8.5123084,-13.2337805",,,,,,,
1416,RIVER SERRALIONE,"8.5123084,-13.2337805,",Y,,,,,,
1417,Bance Island (Ben's Island),"8.5699707,-13.0412581",,,,,,,
1418,"BACK BAY, TRINCOMALEE","8.5860191,81.2320587",,,,,,,
1419,TRINCOMALE,"8.5860191,81.2320587",,,,,,,
1420,TRINCOMALEE,"8.5860191,81.2320587",,,,,,,
1421,TRINCOMALEE VIA FUNCHAL,"8.5860191,81.2320587",,,,,,,
1422,TRINCONOMALLE,"8.5860191,81.2320587",,,,,,,
1423,ANJANGO,"8.6626759,76.7622234",,,,,,,
1424,ANJANGO ROAD,"8.6626759,76.7622234",,,,,,,
1425,ANJENGO,"8.6626759,76.7622234",,,,,,,
1426,Pacheca,"8.6657861,-79.0574804",,,,,,,
1427,Pulo Condore,"8.7004151,106.5802379",,,,,,,
1428,Bay of Panama,"8.8228588,-79.3411365",,Y,,,,,
1429,Santa,"9.0273918,-79.4530576",,,,,,,
1430,Benin,"9.3003095,0.0600318",Y,,,,,,
1431,Iles de Los,"9.4768997,-13.7942762",,,,,,,
1432,Portobelo,"9.5496304,-79.6579277",,,,,,,
1433,Portobell,"9.5496304,-79.6579277",,,,,,,
1434,ST BLAS,"9.5703121,-78.8574131",,,,,,,
1435,Point Samballas,"9.5703121,-78.8574131",,,,,,,
1436,Samballoes Isles,"9.5703121,-78.8574131",,,,,,,
1437,Samballoes,"9.5703121,-78.8574131",,,,,,,
1438,Senegambia or Sierra Leone,"9.9234601,-18.120203",,,,,,,
1439,COCHIN,"9.9823426,76.1605065",,,,,,,
1440,COCHINE,"9.9823426,76.1605065",,,,,,,
1441,???,#N/A,,,,,,,
1442,Alecuba,#N/A,,,,,,,
1443,Ambona,#N/A,,,,,,,
1444,"Americas, region unspecified","16.901906,-91.377758",Y,,,,,,
1445,Antonia,#N/A,,,,,,,
1446,"Ascension, Assomption, and Bourbon",#N/A,,,,,,,
1447,Bights,#N/A,,,,,,,
1448,Bilbay,#N/A,,,,,,,
1449,Bomara,#N/A,,,,,,,
1450,"British Americas, port unspecified","16.110533, -72.623485",Y,,,,,,
1451,Bundy,#N/A,,,,,,,
1452,C.C. Castle and Windward,#N/A,,,,,,,
1453,Cacandia,#N/A,,,,,,,
1454,Cape Baxos,#N/A,,,,,,,
1455,Cape Lopez and Annobon,#N/A,,,,,,,
1456,Cape Mole,#N/A,,,,,,,
1457,Caribbean (colony unspecified),"18.4162654,-68.3287173",Y,,,,,,
1458,"Caribbean, port unspecified","18.4162654,-68.3287173",Y,,,,,,
1459,Casnasonis (location undetermined),#N/A,,,,,,,
1460,Drouin,#N/A,,,,,,,
1461,Forke,#N/A,,,,,,,
1462,"French Caribbean, colony unspecified","16.911057, -70.448192",,,,,,,
1463,Grand Junk,#N/A,,,,,,,
1464,Grenada Point,#N/A,,,,,,,
1465,Iron Point,#N/A,,,,,,,
1466,Lamo River,#N/A,,,,,,,
1467,Little Junk,#N/A,,,,,,,
1468,Metrueba,#N/A,,,,,,,
1469,Siraboom,#N/A,,,,,,,
1470,"Spanish Americas, port unspecified","7.777731, -77.457470",Y,,,,,,
1471,"Spanish Circum-Caribbean,unspecified","18.4162654,-68.3287173",Y,,,,,,
1472,Timbeys,#N/A,,,,,,,
1473,Tulia,#N/A,,,,,,,
1474,Wiamba,#N/A,,,,,,,
1475,COOK1HAWKESWORTH,#N/A,,,,,,,
1476,Otaheite,"-17.6675027,-149.4029418",,,Y,,,,
1477,Botany Bay,"-33.988406, 151.180202",,Y,,,,,
1478,Queen Charlotte's Sound,"-41.0937429,174.2785683",,Y,,,,,
1479,Le Maire,"-54.8281906,-64.8748031",,Y,,,,,
1480,ULIETEA,"-16.813491,-151.457611",,,Y,,,,
1481,Bolabola,"-16.5014996,-151.7436493",,,Y,,,,
1482,CAPE PALLISER,"-41.5060956,175.2012548",,,,,,,
1483,Poverty Bay,"-38.710832,177.97978",,Y,,,,,
1484,Cape Turnagain,"-40.4833325,176.6078905",,,,,,,
1485,Mercury Bay,"-36.8113864,175.7176269",,Y,,,,,
1486,New South Wales,"-32.6072387,146.2900327",,,,,,,
1487,HUAHEINE,"-16.752301,-151.031599",,,Y,,,,
1488,Cape West,"-45.8999991,166.4245571",,,,,,,
1489,CAPE BRET,"-35.167157,174.3342774",,,,,,,
1490,Mount Camel,"-34.8166307,173.1661731",,,,,,,
1491,Staten Land,"-54.797183,-64.432994",,,,,,,
1492,Cape Table,"-39.1071096,177.9997702",,,,,,,
1493,CAPE COLVILLE,"-36.4666659,175.3412238",,,,,,,
1494,Cape Maria,"-34.4666659,172.6412238",,,,,,,
1495,CAPE SAUNDERS,"-45.8638017,170.6921016",,,,,,,
1496,Tiarrabou,"-17.7223216,-149.313823",,,Y,,,,
1497,Cavalles,"-34.9990895,173.9364829",,,,,,,
1498,Motuara,"-41.0919617,174.266618",,,Y,,,,
1499,Cape Tierawitte,"-41.2833324,174.6078905",,,Y,,,,
1500,Oteroah,"-38.962656, 175.901449",,,Y,,,,
1501,Admiralty Bay,"-40.9508027,173.8605909",,Y,,,,,
1502,Trinity Bay,"-16.4999995,145.5745571",,Y,,,,,
1503,Funchiale,"31.5743348,-17.6848363",,,,,,,
1504,Cape St. Diego,"-54.6585369,-65.123991",,,,,,,
1505,Cape St. Vincent,"-54.6203267,-65.2374914",,,,,,,
1506,Opoureonu,"-17.610664,-149.567439",,,Y,,,,
1507,MATAVAI,"-13.4699621,-172.4243582",,,Y,,Y,Specificity--just a harbor--referenced a lot in Cook documents,
1508,North America,"31.73517,-106.3896327",Y,,,,,,
1509,ULIMAROA,"-23.706229,132.498141",,,Y,,,,
1510,Cape Koamaroo,"-41.0999991,174.3745571",,,Y,,,,
1511,Cape Capricorn,"-23.4999994,151.2078905",,,,,,,
1512,CAPE GRAFTON,"-16.8666662,145.9163716",,,,,,,
1513,Semau,"-10.2123289,123.4057146",,,Y,,,,
1514,Ourust,"-6.033333,106.734722",,,,,,,
1515,turkey,"39.0011341,34.6007216",Y,,,,,,
1516,New Island,"-51.7169058,-61.2941197",,,,,,,
1517,Barnevelt,"-55.8222198,-66.8013088",,,,,,,
1518,LAGOON ISLAND,"-27.6861219,153.3252798",,,,,,,
1519,Tovy Poenammoo,"-43.5647549,170.3576805",Y,,Y,,,,
1520,Banks 's Island,"-43.5,173.5",,,,,,,
1521,Bay of Plenty,"-37.689891,177.139209",,Y,,,,,
1522,Ireland,"53.3622901,-8.1405032",,,,,,,
1523,Bustard Bay,"-24.117781,151.81894",,Y,,,,,
1524,CAPE HILLSBOROUGH,"-20.9268856,149.0104598",,,,,,,
1525,CAPE CONWAY,"-20.4110394,148.7207592",,,,,,,
1526,Cape Gloucester,"-20.1617652,148.4641273",,,,,,,
1527,Cape Bedford,"-15.2333329,145.3412238",,,,,,,
1528,Cape Flattery,"-14.9666663,145.3412238",,,,,,,
1529,BOOBY ISLAND,"-10.6043223,141.9095767",,,,,,,
1530,New Britain,"-5.7499248,150.6656942",,,,,,,
1531,Bay of Islands,"-35.1837574,174.1592141",,Y,,,,,
1532,Greenwich,"51.4686545,0.0137709",,,,,,,
1533,OTAHA,"-16.61672,-151.501548",,,Y,,,,
1534,Lizard Island,"-14.6665133,145.4557451",,,,,,,
1535,TOLAGA,"-38.3523601,178.2373102",,Y,Y,,,,
1536,Great Britain,"54.300789,-2.721024",Y,,,,,,
1537,East Cape,"-37.6910394,178.5208476",,,,,,,
1538,Cape South,"-47.2833324,167.5578905",,,,,,,
1539,SOUTH CAPE,"-47.2833324,167.5578905",,,,,,,
1540,ANSON,,,,,,,,
1541,Aguigan,"14.8535966,145.5493587",,,,,,,
1542,Aguiguan,"14.8535966,145.5493587",,,,,,,
1543,Alvoredo,"-27.279723,-48.370586",,,,,,,
1545,Anatacan,"16.3508602,145.6610727",,,,,,,
1547,Asia,"50.4151565,64.2807778",,,,,,,
1548,Atlantic Ocean,"31.8226535,-48.0569754",,Y,,,,,
1549,Austria,"31.8226535,-48.0569754",,,,,,,
1550,Bahia del todos Santos,"-12.805502,-38.7733325",,Y,,,,,
1551,Baldivia,"-39.8232657,-73.2616038",,,,,,,
1552,Bamboo,,,,,Y,,,
1553,Barranca,"-10.7510482,-77.7637408",,,,,,,
1554,Batan,,,,,Y,,,
1555,bay of Barragan,"-34.7893183,-57.8997062",,Y,,,,,
1556,bay of Maldonado,"-34.9366963,-55.0061365",,Y,,,,,
1557,bay of Manila,"14.5292254,120.5963674",,Y,,,,,
1558,bay of Petaplan,"17.59292,-101.491487",,Y,,,,,
1559,bay of Sonsonnate,,,,,Y,,,
1560,Bay of St. Julian,"-49.345465,-67.74357",,Y,,,,,
1561,Bedford,"52.1390871,-0.4866033",,,,,,,
1562,Bocca Tigris,"22.789374,113.608754",,Y,,,,humen,
1563,Botel Tobago,"22.052205,121.54109",,,,,,,
1564,Botel Tobago Xima,"22.052205,121.54109",,,,,,,
1565,Brazils,"-11.408845,-51.624752",Y,,,,,,
1566,Buenos Ayres,"-34.6158036,-58.5035097",,,,,,,
1567,Cabite,"14.479688,120.894534",,,,,,,
1568,Cabouce,,,,,Y,,,
1569,Callao,"-12.0526744,-77.1316234",,,,,,,
1570,Canal Bueno,"7.675061,-81.662543",,Y,,,,,
1573,Cape Corientes,"5.4814708,-77.5474575",,,,,,,
1574,Cape de Verd Islands,"16.0202004,-25.1125681",,,,,,,
1575,Cape Espiritu Santo,"12.5331988,125.1867843",,,,,,,
1576,Cape Frio,"-22.881526,-42.031053",,,,,,,
1577,Cape Noir,"-54.4988909,-73.0883241",,,,,,,
1578,Cape St. Bartholomew,"-52.54935,-68.765526",,,,Y,,,
1579,Cape St. Lucas,"22.8962253,-109.9505506",,,,,,,
1580,Cape Virgin Mary,"-52.3274991,-68.3604429",,,,,,,
1581,Chequetan,"17.6405745,-101.5601798",,,,,,,
1582,Cheripe,,,,,Y,,,
1583,Chili,"-30.1444293,-70.8315427",Y,,,,,,
1584,Chiloe,"-42.639984,-73.939462",,,,,,,
1585,Cochinchina,"11.197494,108.475105",Y,,,,,,
1586,Cumberland Bay,"-33.634094,-78.891584",,Y,,,Y,bay on Juan Fernandez island--detail,
1587,Pedro Blanco,"19.197653,113.855262",,,,,,,
1589,Falkland 's Island,"-51.7223057,-60.651667",,,,,,,
1590,Falkland 's Isles,"-51.7223057,-60.651667",,,,,,,
1591,Gallicia,"42.7944347,-9.1414502",,,,,,,
1592,Guaiaquil,"-2.1524996,-80.0503124",,,,,,,
1593,Guipuscoa,"43.1452343,-2.2017432",,,,,,,
1595,Island of Formosa,"23.757851,120.9481053",,,,,,,
1596,Island of Juan Fernandes,"-33.6613881,-78.9280729",,,,,Y,"isla de robinson crusoe; again, mid-ocean islands are crucial",
1597,Janson,,,,,Y,,,
1599,Juan Fernandes,"-33.6613881,-78.9280729",,,,,,,
1600,Lema,"22.01262,113.888546",,,,,,archipelago at mouth of PRD,
1601,Marian Islands,"13.4506566,144.507947",,,,,,,
1602,Masa Fuero,"-33.655387,-79.383179",,,,,,,
1603,Monte Vedio,"-34.8210176,-56.3768645",,,,,,,
1604,Nasca,"-14.8358303,-74.9487735",,,,,,,
1606,PACIFIC OCEAN,"31.385858,-179.012103",,Y,,,,,
1607,Pacifick Ocean,"31.385858,-179.012103",,Y,,,,,
1608,Paita,"-5.0902051,-81.1063744",,,,,,,
1609,Petersburgh,"59.935988,30.229582",,,,,,,
1611,Plate,"-35.1342545,-57.8644631",,Y,,,,,
1612,Port St. Julian,"-49.3063066,-67.7381147",,,,,,,
1613,Rio Janeiro,"-22.914069,-43.5864088",,,,,,,
1614,Rota,"14.1556277,145.1711936",,,,,,,
1615,Samal,"12.0367134,125.0513762",,,,,,,
1618,Seguataneio,"17.6405745,-101.5601798",,,,,,,
1619,Socoro,"9.6610618,125.9296682",,,,,,,
1621,St. Angelo,"13.507698,144.780523",,,,,,,
1622,St. Antonio,"-27.4773905,-48.5669936",,,,,,,
1624,St. Helens,"50.693746,-1.1106017",,,,,,,
1625,St. Julian,"-49.3063066,-67.7381147",,,,,,,
1626,Streights Le Maire,"-54.8281906,-64.8748031",,Y,,,,,
1627,Streights of Magellan,"-53.1615935,-72.7317368",,Y,,,,,
1629,Tinian,"15.004204,145.631273",,,,,,,
1630,Valparaiso,"-33.0507066,-71.628601",,,,,,,
1631,Petaplan,"17.5254906,-101.4667409",,,,,Y,"a hill east of chequetan (zihuatanejo)+D1656+B155817.59292,-101.491487",
1632,Lobos de la Mar,"-15.959905,-5.705554",,,,,,,
1633,Nostra Senora del Socoro,"18.0472509,-77.1711141",,,,,,,
1634,Nostra Signora de Cabadonga,"18.0472509,-77.1711141",,,,,,,
1635,Petaplan,"17.5254906,-101.4667409",,,,,Y,"a hill east of chequetan (zihuatanejo)+D1656+B155817.59292,-101.491487",
1636,St. Catherine,"-27.582311,-48.488775",,,,,,,
1637,St. Catherine 's,"-27.582311,-48.488775",,,,,,,
1638,"St. Catherine 's ,","-27.582311,-48.488775",,,,,,,
1640,"BANKS,JOURNAL",,,,,,,,
1641,Otahite,"-17.7089849,-149.4922509",,,Y,,,,
1643,Ulhietea,"-16.8131831,-151.4523803",,,Y,,,RAIATEA,
1645,Matavie,"-17.502865,-149.502121",,Y,,,,,
1647,Bola Bola,"-16.4999566,-151.7399908",,,Y,,,,
1648,Eparre,,,,,,,,
1653,Atahourou,,,,Y,,,,
1654,Huahine,"-16.762652,-151.020123",,,Y,,,,
1655,Otahah,"-16.631771,-151.502497",,,Y,,,,
1656,Fonchiale,"31.5743348,-17.6848363",,,,,,,
1657,Portugals,"40.122676,-8.014019",,,,,,,
1658,Brasil,"-11.408845,-51.624752",Y,,,,,,
1659,Ilhoa das Ferreiras,"-26.2312114,-48.6693086",,,,,,,
1661,Oboreonoo,"-17.75633,-149.424453",,,Y,,,,
1663,Portland Isle,"-39.2908855,177.8672611",,,,,,,
1665,Porto Santo,"33.0844432,-16.3309982",,,,,,,
1672,Rio de Janiero,"-22.914069,-43.5864088",,,,,,,
1675,Bay of Good Success,"-54.798627,-65.25654",,Y,,,,,
1676,Streights of La Maire,"-54.8281906,-64.8748031",,Y,,,,,
1679,Georges Island,"-17.7089849,-149.4922509",,,,,,,
1682,Tettahah,,,,Y,,,,
1687,Tiarreboo,"-17.7223216,-149.313823",,,Y,,,,
1688,Urietea,,,,Y,,,,
1690,Cape Kidnappers,"-39.650129,177.06536",,,,,,,
1693,Island of Rotte,"-10.7345812,123.1259671",,,,,,,Y
1695,Anabao,"-10.204557,123.38294",,,,,,,
1697,Pulo Babi,"2.0950977,101.5510966",,,Y,,,,
1698,Pulo Tounda,"2.0950977,101.5510966",,,Y,,,,
1699,Island of Edam,"-5.957222,106.8442861",,,,,,,
1700,Kuyper,"-6.0394442,106.73567",,,,,,,
1701,Cracatoa,"-6.1502903,105.440939",,,,,,,
1702,Isle de France,"-20.2030769,56.5516008",,,,,,,
1704,COOK FIRST JOURNAL,,,,,,,,
1705,Greenwh,"51.4686545,0.0137709",,,,,,,
1707,Greenwich Bearing,"51.4686545,0.0137709",,,,,,,
1708,Queen Charlottes Sound,"-41.0937429,174.2785683",,Y,,,,,
1709,Tootaha,PERSON,,,Y,,,,
1710,Cape Farewell,"-40.4999992,172.6827646",,,,,,,
1711,Greenwh Bearings,"51.4686545,0.0137709",,,,,,,
1712,Cape St Diego,"-54.6585369,-65.123991",,,,,,,Y
1713,Cape Pallisser,"-41.5060956,175.2012548",,,,,,,
1714,Cape Fare-well,"-40.4999992,172.6827646",,,,,,,
1715,Cape Finister,"42.8999241,-9.2870221",,,,,,,
1716,Cape Brett,"-35.1666659,174.3327646",,,,,,,
1717,New-Guinea,"-5.420187,140.943633",Y,,,,,,
1718,Cape Laguillas,"-34.8311103,20.0042794",,,,,,,
1719,Cape of Good Success,"-54.798627,-65.25654",,Y,,,,,
1720,Isle of Portland,"-39.2908855,177.8672611",,,,,,,
1721,Sandy Cape,"-24.6999993,153.2745571",,,,,,,
1722,Concordia,"-10.1627586,123.5741441",,,,,,,
1724,Royal Bay,"-17.502865,-149.502121",,Y,,,,,
1726,York Island,"-17.5340581,-149.8359009",,,,,,,
1727,Australia,"-23.706229,132.498141",Y,,,,,,
1729,Island of Bonavista,"16.0994532,-22.8243482",,,,,,,
1730,Strait Le Maire,"-54.8281906,-64.8748031",,Y,,,,,Y
1731,Tobiaupia,NAME,,,Y,,,,
1732,North Cape Maria Vandiemen,"-34.4759221,172.6455851",,,,,,,
1733,Tovy-poenammu,"-43.5647549,170.3576805",Y,,Y,,,,Y
1734,Cape Turn-again,"-40.4833325,176.6078905",,,,,,,
1735,Thirsty Sound,"-22.1833327,149.9412238",,Y,,,,,
1736,Anaboa,"-10.204557,123.38294",,,,,,,
1737,Onrust,"-6.0334465,106.7338776",,,,,,,
1738,Cape S.t Thomes,"-21.9833327,-40.9877322",,,,,,,
1741,Greenw,"51.4686545,0.0137709",,,,,,,
1742,Bird Island,"-54.0061308,-38.0453112",,,,,,,
1743,Osnaburg Island,"-21.8666661,-138.9172354",,,,,,,
1744,Owhaa,NAME,,,Y,,,,
1745,Ohidea,,,,Y,Y,,,
1746,Apparra,,,,Y,Y,,,
1747,Opooreonoo,"-17.75633,-149.424453",,,Y,,,,
1748,King Georges Island,"-17.7089849,-149.4922509",,,,,,,
1751,Ohetiroa,,,,,Y,Y,,
1752,Bay of Tegadoo,"-38.2339681,178.3268423",,Y,,,,,
1753,Doubtless Bay,"-34.9206334,173.4456256",,Y,,,,,
1754,Cape Maria Van Diemen,"-34.4759221,172.6455851",,,,,,,
1755,Cape Egmont,"-39.2833324,173.7477898",,,,,,,
1756,Cape Teerawhitte,"-41.2833324,174.6078905",,,Y,,,,
1757,New Zeland,"-40.428024,174.624675",,,,,,,
1758,Cape Dromedary,"-36.3103059,150.1334075",,,,,,,
1759,Point Lookout,"-27.4308871,153.5248283",,,,,,,
1760,Endeavour River,"-15.4426638,145.1464034",,Y,,,,,
1761,Eagle Island,"-14.6969891,145.3767228",,,,,,,
1762,Island of Timor,"-9.0493181,124.5751759",,,,,,,
1763,Savu,"-10.5131528,121.8770827",,,,,,,
1764,Coopers Island,"-6.0394442,106.73567",,,,,,,
1765,St Helena Road,"-15.959905,-5.705554",,,,,,,
1766,Cape Ortegal,"43.7696326,-7.8716171",,,,,,,
1767,Island of Madeira,"31.5743348,-17.6848363",,,,,,,
1768,Bonavista,"16.0994532,-22.8243482",,,,,,Boa Vista,
1769,Greenwch,"51.4686545,0.0137709",,,,,,,
1770,Santo Espiritu,"12.5331988,125.1867843",,,,,,,
1771,Strait la Maire,"-54.8281906,-64.8748031",,Y,,,,,
1773,Straits Le Maire,"-54.8281906,-64.8748031",,Y,,,,,
1774,Port Maurice,,,,,Y,,,
1775,Cape Bartholomew,"-54.9166658,-64.7011158",,,,,,,
1776,Island of Evouts,"-55.5647214,-66.7913769",,,,,,,
1779,Obariea,NAME,,,Y,,,,
1780,Obarea,NAME,,,Y,,,,Y
1781,Oamo,NAME,,,Y,,,,
1782,Ohitepepa,"-17.537839,-149.576075",,Y,Y,,,,
1783,Island of Huaheine,"-16.752301,-151.031599",,,Y,,,,
1785,Island Mowtohora,"-37.8534621,176.9728314",,,,,,,
1786,Tobupia,NAME,,,Y,,,,
1787,Bay Point Mercury,"-36.8113864,175.7176269",,,,,,,
1789,Bream Bay,"-35.9372512,174.5175201",,Y,,,,,
1792,Murderers Bay,"-40.6795304,172.8396179",,Y,,,,,
1794,Motu-oura,"-41.0919617,174.266618",,,,,,,
1795,Cape Campbel,"-41.7333324,174.2745571",,,,,,,Y
1797,Sting ray Harbour Botany Bay,"-33.988406, 151.180202",,Y,,,,,
1799,Keppel Bay,"-23.3891661,150.8887238",,Y,,,,,
1800,Cape Manifold,"-22.6833327,150.8322175",,,,,,,
1801,Cape Townshend,"-22.1999994,150.4994313",,,,,,,
1802,Cape Palmerston,"-21.5333327,149.4822175",,,,,,,
1803,Cape Upstart,"-19.6999994,147.7477898",,,,,,,
1804,Cape Cleveland,"-19.1836422,147.0153307",,,,,,,
1805,Cape Sandwich,"-18.2333328,146.2912238",,,,,,,
1806,Halifax Bay,"-18.8333328,146.4977898",,Y,,,,,
1808,Posession Island,"-10.7292983,142.3885623",,,,,,,
1809,Cape Cornwell,"-10.7666664,142.1811231",,,,,,,
1810,Batavi,"-6.2297419,106.7593064",,,,,,,
1811,South end of Timor,"-9.0493181,124.5751759",,,,,,,
